ts_code,name,management,custodian,fund_type,found_date,benchmark
000245.OF,天弘稳利B,天弘基金,中国工商银行,债券型,20130719,一年期银行定期存款利率(税后)*1.4
518880.SH,黄金ETF,华安基金,中国建设银行,商品型,20130718,国内黄金现货价格收益率
518800.SH,黄金基金ETF,国泰基金,中国工商银行,商品型,20130718,上海黄金交易所挂盘交易的Au99.99合约
000209.OF,信诚新兴产业A,中信保诚基金,中国银行,混合型,20130717,中证新兴产业指数收益率*80%+中证综合债指数收益率*20%
000213.OF,泰信鑫益C,泰信基金,中信银行,债券型,20130717,中国人民银行公布的一年期定期存款基准利率(税后)+0.5%
519661.OF,银河增利C,银河基金,北京银行,债券型,20130717,三年期定期存款利率(税后)+1.5%
519660.OF,银河增利A,银河基金,北京银行,债券型,20130717,三年期定期存款利率(税后)+1.5%
000212.OF,泰信鑫益A,泰信基金,中信银行,债券型,20130717,中国人民银行公布的一年期定期存款基准利率(税后)+0.5%
000264.OF,博时内需增长A,博时基金,中国农业银行,混合型,20130715,沪深300指数收益率*60%+中证全债指数收益率*40%
400020.OF,东方成长回报,东方基金,中国邮政储蓄银行,混合型,20130703,沪深300相对成长指数收益率*55%+中证全债指数收益率*45%
000124.OF,华宝服务优选,华宝基金,中国建设银行,混合型,20130627,中证服务业指数收益率*80%+上证国债指数收益率*20%
000175.OF,汇添富高息债C,汇添富基金,中国农业银行,债券型,20130627,中债综合指数
000174.OF,汇添富高息债A,汇添富基金,中国农业银行,债券型,20130627,中债综合指数
000197.OF,富国一年期纯债,富国基金,中国农业银行,债券型,20130627,同期中国人民银行公布的一年期定期存款基准利率(税后)+1%
000196.OF,工银瑞信成长收益B,工银瑞信基金,招商银行,混合型,20130626,沪深300指数*60%+中证全债指数*40%
000200.OF,博时岁岁增利,博时基金,中国工商银行,债券型,20130626,银行一年期定期存款利率(税后)*1.1
000195.OF,工银瑞信成长收益A,工银瑞信基金,招商银行,混合型,20130626,沪深300指数*60%+中证全债指数*40%
000127.OF,农银汇理行业领先,农银汇理基金,交通银行,混合型,20130625,沪深300指数*75%+中证全债指数*25%
000191.OF,富国信用债A,富国基金,中国建设银行,债券型,20130625,中债企业债总全价指数
000192.OF,富国信用债C,富国基金,中国建设银行,债券型,20130625,中债企业债总全价指数
000173.OF,汇添富美丽30A,汇添富基金,中国工商银行,混合型,20130625,沪深300指数收益率*80%+中证全债指数收益率*20%
000064.OF,大摩纯债稳定增利,摩根士丹利华鑫基金,中国民生银行,债券型,20130625,[同期1年期银行定期存款利率(税后)+同期2年期银行定期存款利率(税后)]*1/2
000079.OF,工银信用纯债三个月定开债C,工银瑞信基金,交通银行,债券型,20130624,中债信用债(财富)总指数收益率*80%+中债国开行债券(1-3年)总财富指数收益率*20%
000078.OF,工银信用纯债三个月定开债A,工银瑞信基金,交通银行,债券型,20130624,中债信用债(财富)总指数收益率*80%+中债国开行债券(1-3年)总财富指数收益率*20%
000122.OF,汇添富实业债A,汇添富基金,中国建设银行,债券型,20130614,中债综合指数
000123.OF,汇添富实业债C,汇添富基金,中国建设银行,债券型,20130614,中债综合指数
000043.OF,嘉实美国成长人民币,嘉实基金,中国银行,股票型,20130614,罗素1000成长指数收益率*95%+境内银行活期存款利率(税后)*5%
000044.OF,嘉实美国成长美元现汇,嘉实基金,中国银行,股票型,20130614,罗素1000成长指数收益率*95%+境内银行活期存款利率(税后)*5%
000056.OF,建信消费升级,建信基金,中国民生银行,混合型,20130614,沪深300指数收益率*75%+中国债券总指数收益率*25%
000149.OF,华安双债添利A,华安基金,交通银行,债券型,20130614,天相可转债指数收益率*40%+中债企业债总指数收益率*40%+中债国债总指数收益率*20%
000150.OF,华安双债添利C,华安基金,交通银行,债券型,20130614,天相可转债指数收益率*40%+中债企业债总指数收益率*40%+中债国债总指数收益率*20%
000136.OF,民生加银策略精选A,民生加银基金,中国建设银行,混合型,20130607,沪深300指数收益率*60%+中债国债总指数收益率(全价)*40%
000120.OF,中银美丽中国,中银基金,中国民生银行,混合型,20130607,沪深300指数收益率*80%+中债综合指数收益率*20%
519727.OF,交银成长30,交银施罗德基金,中国建设银行,混合型,20130605,富时中国A600成长指数收益率*75%+中证综合债券指数收益率*25%
519156.OF,新华行业轮换配置A,新华基金,中国农业银行,混合型,20130605,沪深300指数收益率*50%+上证国债指数收益率*50%
000119.OF,广发聚鑫C,广发基金,中国银行,债券型,20130605,中债总指数(全价)收益率*85%+沪深300指数收益率*10%+人民币计价的恒生指数收益率*5%
000118.OF,广发聚鑫A,广发基金,中国银行,债券型,20130605,中债总指数(全价)收益率*85%+沪深300指数收益率*10%+人民币计价的恒生指数收益率*5%
000130.OF,大成景兴信用债A,大成基金,中国银行,债券型,20130604,中债信用债总指数收益率*85%+同期银行活期存款利率(税后)*15%
000080.OF,天治可转债增强A,天治基金,交通银行,债券型,20130604,中债综合指数收益率
000081.OF,天治可转债增强C,天治基金,交通银行,债券型,20130604,中债综合指数收益率
000131.OF,大成景兴信用债C,大成基金,中国银行,债券型,20130604,中债信用债总指数收益率*85%+同期银行活期存款利率(税后)*15%
000142.OF,融通增强收益A,融通基金,中国工商银行,债券型,20130530,中债综合全价指数
000198.OF,天弘余额宝,天弘基金,中信银行,货币市场型,20130529,同期七天通知存款利率(税后)
519050.OF,海富通安颐收益A,海富通基金,中国银行,混合型,20130529,三年期银行定期存款利率(税后)+2%
000117.OF,广发轮动配置,广发基金,中国工商银行,混合型,20130528,沪深300指数*80%+中证全债指数*20%
000082.OF,嘉实研究阿尔法,嘉实基金,中国农业银行,股票型,20130528,MSCI中国A股指数收益率*95%+银行活期存款利率(税后)*5%
000143.OF,鹏华双债加利A,鹏华基金,北京银行,债券型,20130527,三年期银行定存款利率(税后)+2%
000128.OF,大成景安短融A,大成基金,中国农业银行,债券型,20130524,中债短融总指数
000129.OF,大成景安短融B,大成基金,中国农业银行,债券型,20130524,中债短融总指数
519002.OF,华安安信消费服务A,华安基金,中国工商银行,混合型,20130523,中证消费服务领先指数收益率
000077.OF,工银信用纯债一年C,工银瑞信基金,招商银行,债券型,20130522,一年期银行定期存款收益率(税后)+1.2%
000074.OF,工银信用纯债一年A,工银瑞信基金,招商银行,债券型,20130522,一年期银行定期存款收益率(税后)+1.2%
000107.OF,富国稳健增强AB,富国基金,中国工商银行,债券型,20130521,中债综合全价指数收益率*90%+沪深300指数收益率*10%
000116.OF,嘉实丰益纯债,嘉实基金,中国银行,债券型,20130521,一年期银行定期存款收益率(税后)+0.5%
000109.OF,富国稳健增强C,富国基金,中国工商银行,债券型,20130521,中债综合全价指数收益率*90%+沪深300指数收益率*10%
000110.OF,金鹰元安A,金鹰基金,广发银行,混合型,20130520,中债总财富(总值)指数收益率*80%+沪深300指数收益率*20%
159003.SZ,招商快线ETF,招商基金,平安银行,货币市场型,20130517,人民币活期存款基准利率(税后)
159004.OF,招商保证金快线B,招商基金,平安银行,货币市场型,20130517,人民币活期存款基准利率(税后)
519122.OF,浦银安盛6个月C,浦银安盛基金,招商银行,债券型,20130516,6个月定期存款利率(税后)
519121.OF,浦银安盛6个月A,浦银安盛基金,招商银行,债券型,20130516,6个月定期存款利率(税后)
000073.OF,上投摩根成长动力A,上投摩根基金,中国银行,混合型,20130515,沪深300指数收益率*80%+中债总指数收益率*20%
610008.OF,信澳信用债A,信达澳亚基金,中信银行,债券型,20130514,中债总财富(总值)指数收益率
166019.OF,中欧价值智选回报A,中欧基金,中国工商银行,混合型,20130514,金融机构人民币三年期定期存款基准利率(税后)
000070.OF,国投瑞银中高等级C,国投瑞银基金,中国银行,债券型,20130514,中证信用债指数收益率*95%+中证可转换债券指数收益率*5%
000069.OF,国投瑞银中高等级A,国投瑞银基金,中国银行,债券型,20130514,中证信用债指数收益率*95%+中证可转换债券指数收益率*5%
610108.OF,信澳信用债C,信达澳亚基金,中信银行,债券型,20130514,中债总财富(总值)指数收益率
000106.OF,建信安心回报C,建信基金,中国工商银行,债券型,20130514,一年期银行定期存款收益率(税前)
000105.OF,建信安心回报A,建信基金,中国工商银行,债券型,20130514,一年期银行定期存款收益率(税前)
000072.OF,华安稳健回报A,华安基金,中国建设银行,混合型,20130514,沪深300指数收益率*60%+中国债券总指数收益率*40%
000063.OF,长盛电子信息主题,长盛基金,中国银行,混合型,20130510,中证TMT产业主题指数收益率*50%+中证综合债指数收益率*50%
162716.OF,广发聚源C,广发基金,中国农业银行,债券型,20130508,中债总全价指数收益率
162715.SZ,广发聚源LOF,广发基金,中国农业银行,债券型,20130508,中债总全价指数收益率
000065.OF,国富焦点驱动灵活配置,国海富兰克林基金,中国农业银行,混合型,20130507,沪深300指数收益率*60%+中债国债总指数收益率(全价)*40%
161911.SZ,万家强化收益定开,万家基金,华夏银行,债券型,20130507,三年期银行定期存款收益率(税后)
000066.OF,诺安鸿鑫A,诺安基金,中国工商银行,混合型,20130503,沪深300指数收益率*80%+中证全债指数收益率*20%
000053.OF,鹏华永诚一年定开,鹏华基金,中国建设银行,债券型,20130503,中债总指数收益率
000083.OF,汇添富消费行业,汇添富基金,中国建设银行,混合型,20130503,中证主要消费行业指数*40%+中证可选消费行业指数*40%+上证国债指数*20%
000103.OF,国泰境外高收益,国泰基金,中国农业银行,债券型,20130426,摩根大通亚洲债券中国总收益指数(JACI China Total Return Index)(经估值日汇率调整后的)
513100.SH,纳指ETF,国泰基金,中国建设银行,股票型,20130425,纳斯达克100指数(Nasdaq-100 Index)收益率(经汇率调整后的总收益指数收益率)
000057.OF,中银消费主题,中银基金,招商银行,混合型,20130425,中证内地消费主题指数收益率*75%+上证国债指数收益率*25%
000032.OF,易方达信用债A,易方达基金,中国工商银行,债券型,20130424,中债-信用债总指数
519726.OF,交银稳固收益,交银施罗德基金,中国农业银行,债券型,20130424,三年期银行定期存款收益率(税后)
650002.OF,英大纯债C,英大基金,中国建设银行,债券型,20130424,中债综合指数
650001.OF,英大纯债A,英大基金,中国建设银行,债券型,20130424,中债综合指数
000033.OF,易方达信用债C,易方达基金,中国工商银行,债券型,20130424,中债-信用债总指数
000028.OF,华富安鑫,华富基金,浦发银行,债券型,20130424,中证全债指数收益率
000085.OF,博时安盈C,博时基金,中国工商银行,债券型,20130423,中国人民银行公布的1年期定期存款利率(税后)
000058.OF,国联安安泰灵活配置,国联安基金,中国工商银行,混合型,20130423,沪深300指数收益率*55%+上证国债指数收益率*45%
000084.OF,博时安盈A,博时基金,中国工商银行,债券型,20130423,中国人民银行公布的1年期定期存款利率(税后)
000126.OF,招商安润A,招商基金,中国银行,混合型,20130419,沪深300指数收益率*55%+中债综合全价(总值)指数收益率*45%
000030.OF,长城核心优选,长城基金,中国建设银行,混合型,20130418,沪深300指数收益率*55%+中债总财富指数收益率*45%
000067.OF,民生加银转债优选A,民生加银基金,中国建设银行,债券型,20130418,中证可转债指数收益率*60%+中证国债指数收益率*30%+沪深300指数收益率*10%
519725.OF,交银双轮动C,交银施罗德基金,中信银行,债券型,20130418,中债综合全价指数
000068.OF,民生加银转债优选C,民生加银基金,中国建设银行,债券型,20130418,中证可转债指数收益率*60%+中证国债指数收益率*30%+沪深300指数收益率*10%
519723.OF,交银双轮动AB,交银施罗德基金,中信银行,债券型,20130418,中债综合全价指数
519908.OF,华夏兴华A,华夏基金,中国建设银行,混合型,20130412,沪深300指数*70%+上证国债指数*30%
000029.OF,富国宏观策略A,富国基金,中国建设银行,混合型,20130412,沪深300指数收益率*65%+中债综合指数收益率*35%
510510.SH,中证500ETF基金,广发基金,中国工商银行,股票型,20130411,中证500指数
630015.OF,华商大盘量化精选,华商基金,华夏银行,混合型,20130409,沪深300指数收益率*55%+上证国债指数收益率*45%
511880.SH,银华日利ETF,银华基金,中国建设银行,货币市场型,20130401,活期存款利率(税后)
159002.OF,易方达保证金B,易方达基金,交通银行,货币市场型,20130329,活期存款基准利率*(1-利息税税率)
000046.OF,工银瑞信产业债B,工银瑞信基金,中信银行,债券型,20130329,三年期定期存款利率+1.00%
159001.SZ,货币ETF,易方达基金,交通银行,货币市场型,20130329,活期存款基准利率*(1-利息税税率)
000045.OF,工银瑞信产业债A,工银瑞信基金,中信银行,债券型,20130329,三年期定期存款利率+1.00%
510650.SH,金融地产ETF,华夏基金,中国建设银行,股票型,20130328,上证金融地产行业指数
510660.SH,医药卫生ETF,华夏基金,中国建设银行,股票型,20130328,上证医药卫生行业指数
510630.SH,消费30ETF,华夏基金,中国建设银行,股票型,20130328,上证主要消费行业指数
165312.OF,建信央视财经50,建信基金,交通银行,股票型,20130328,央视财经50指数收益率*95%+银行活期存款利率(税后)*5%
519898.OF,大成现金宝A,大成基金,中国农业银行,货币市场型,20130327,银行活期存款利率(税后)
519899.OF,大成现金宝B,大成基金,中国农业银行,货币市场型,20130327,银行活期存款利率(税后)
000017.OF,财通可持续发展主题,财通基金,中国工商银行,混合型,20130327,沪深300指数收益率*80%+上证国债指数收益率*20%
000024.OF,大摩双利增强A,摩根士丹利华鑫基金,中国建设银行,债券型,20130326,中债企业债总全价指数收益率*40%+中证可转债指数收益率*40%+中债国债总全价指数收益率*20%
161625.OF,融通可转债C,融通基金,中国农业银行,债券型,20130326,中证可转换债券指数收益率*70%+中债综合全价(总值)指数收益率*20%+沪深300指数收益率*10%
000025.OF,大摩双利增强C,摩根士丹利华鑫基金,中国建设银行,债券型,20130326,中债企业债总全价指数收益率*40%+中证可转债指数收益率*40%+中债国债总全价指数收益率*20%
000039.OF,农银汇理低估值高增长,农银汇理基金,交通银行,混合型,20130326,沪深300指数*75%+中证全债指数*25%
161624.OF,融通可转债A,融通基金,中国农业银行,债券型,20130326,中证可转换债券指数收益率*70%+中债综合全价(总值)指数收益率*20%+沪深300指数收益率*10%
519120.OF,浦银安盛战略新兴产业A,浦银安盛基金,交通银行,混合型,20130325,中证新兴产业指数*55%+中证全债指数*45%
000042.OF,财通中证ESG100指数增强A,财通基金,上海银行,股票型,20130322,中证财通中国可持续发展100(ECPI ESG)指数收益率*95%+银行活期存款利率(税后)*5%
000008.OF,嘉实中证500ETF联接A,嘉实基金,中国建设银行,股票型,20130322,中证500指数收益率*95%+银行活期存款利率(税后)*5%
000003.OF,中海可转换债券A,中海基金,中国农业银行,债券型,20130320,中信标普可转债指数收益率*70%+中证综合债券指数收益率*20%+上证红利指数*10%
000004.OF,中海可转换债券C,中海基金,中国农业银行,债券型,20130320,中信标普可转债指数收益率*70%+中证综合债券指数收益率*20%+上证红利指数*10%
000049.OF,中银标普全球精选自然资源,中银基金,招商银行,股票型,20130319,人民币计价的标普全球精选自然资源等权重指数(NTR)收益率*95%+人民币活期存款收益率(税后)*5%
000020.OF,景顺长城品质投资,景顺长城基金,中国农业银行,混合型,20130319,沪深300指数*80%+中证全债指数*20%
000014.OF,华夏聚利,华夏基金,中国工商银行,债券型,20130319,一年期定期存款利率(税后)+1.2%
165313.SZ,建信优势LOF,建信基金,交通银行,混合型,20130319,沪深300指数收益率*75%+中国债券总指数收益率*25%
630016.OF,华商价值共享灵活配置,华商基金,中国建设银行,混合型,20130318,沪深300指数收益率*55%+上证国债指数收益率*45%
000048.OF,华夏双债增强C,华夏基金,中国银行,债券型,20130314,中债综合指数
000047.OF,华夏双债增强A,华夏基金,中国银行,债券型,20130314,中债综合指数
000054.OF,鹏华双债增利,鹏华基金,上海银行,债券型,20130313,三年期银行定期存款利率(税后)+1.5%
000015.OF,华夏纯债A,华夏基金,中国建设银行,债券型,20130308,中债综合指数
000016.OF,华夏纯债C,华夏基金,中国建设银行,债券型,20130308,中债综合指数
000005.OF,嘉实增强信用,嘉实基金,中国工商银行,债券型,20130308,一年期银行定期存款收益率(税后)+1.2%
510310.SH,沪深300ETF易方达,易方达基金,中国建设银行,股票型,20130306,沪深300指数
370027.OF,上投摩根智选30,上投摩根基金,中国建设银行,混合型,20130306,沪深300指数收益率*80%+上证国债指数收益率*20%
511010.SH,国债ETF,国泰基金,中国建设银行,债券型,20130305,上证5年期国债指数收益率
000010.OF,易方达天天B,易方达基金,中国工商银行,货币市场型,20130304,中国人民银行公布的活期存款基准利率的收益率(税后)
000013.OF,易方达天天R,易方达基金,中国工商银行,货币市场型,20130304,中国人民银行公布的活期存款基准利率的收益率(税后)
000009.OF,易方达天天A,易方达基金,中国工商银行,货币市场型,20130304,中国人民银行公布的活期存款基准利率的收益率(税后)
160212.SZ,国泰估值LOF,国泰基金,中国工商银行,混合型,20130219,沪深300指数收益率*80%+中证全债指数收益率*20%
159925.SZ,沪深300ETF南方,南方基金,中国工商银行,股票型,20130218,沪深300指数
550019.OF,信诚优质纯债B,中信保诚基金,中信银行,债券型,20130207,中证综合债指数收益率
159923.SZ,中证100ETF,大成基金,中国银行,股票型,20130207,中证100指数
290014.OF,泰信现代服务业,泰信基金,中国工商银行,混合型,20130207,沪深300指数*75%+中证全债指数*25%
550018.OF,信诚优质纯债A,中信保诚基金,中信银行,债券型,20130207,中证综合债指数收益率
510500.SH,中证500ETF,南方基金,中国农业银行,股票型,20130206,中证500指数
206018.OF,鹏华产业债,鹏华基金,中国建设银行,债券型,20130206,中债总指数收益率
270050.OF,广发新经济A,广发基金,招商银行,混合型,20130206,沪深300指数*80%+中证全债指数*20%
160218.SZ,房地产LOF,国泰基金,中国银行,股票型,20130206,国证房地产行业指数收益率*95%+银行活期存款利率(税后)*5%
159922.SZ,中证500ETF嘉实,嘉实基金,中国建设银行,股票型,20130206,中证500指数
040040.OF,华安纯债A,华安基金,中国农业银行,债券型,20130205,中国债券综合指数收益率
040041.OF,华安纯债C,华安基金,中国农业银行,债券型,20130205,中国债券综合指数收益率
750006.OF,安信现金管理货币A,安信基金,中国建设银行,货币市场型,20130205,七天通知存款利率(税后)
750007.OF,安信现金管理货币B,安信基金,中国建设银行,货币市场型,20130205,七天通知存款利率(税后)
217027.OF,招商央视财经50A,招商基金,中国银行,股票型,20130205,央视财经50指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%
161620.OF,融通核心价值A,融通基金,中国工商银行,混合型,20130205,恒生指数(Hang Seng Index)收益率*70%+中债综合全价(总值)指数收益率*30%
519800.OF,华夏保证金A,华夏基金,中国工商银行,货币市场型,20130204,七天通知存款利率(税后)
519801.OF,华夏保证金B,华夏基金,中国工商银行,货币市场型,20130204,七天通知存款利率(税后)
380009.OF,中银稳健添利A,中银基金,招商银行,债券型,20130204,中国债券综合全价指数
050202.OF,博时亚洲票息美元现汇,博时基金,招商银行,债券型,20130201,JP Morgan Asian Credit Index Composite Total Return
050203.OF,博时亚洲票息美元现钞,博时基金,招商银行,债券型,20130201,JP Morgan Asian Credit Index Composite Total Return
050030.OF,博时亚洲票息人民币,博时基金,招商银行,债券型,20130201,JP Morgan Asian Credit Index Composite Total Return
690011.OF,民生加银积极成长,民生加银基金,中国建设银行,混合型,20130131,沪深300成长指数*60%+中证国债指数收益率*40%
580009.OF,东吴多策略A,东吴基金,交通银行,混合型,20130130,沪深300指数收益率*50%+中国债券综合全价指数收益率*50%
100072.OF,富国强回报A,富国基金,中国工商银行,债券型,20130129,同期中国人民银行公布的两年期定期存款基准利率(税后)+1%
710501.OF,富安达现金通货币A,富安达基金,交通银行,货币市场型,20130129,同期活期存款利率(税后)
710502.OF,富安达现金通货币B,富安达基金,交通银行,货币市场型,20130129,同期活期存款利率(税后)
100073.OF,富国强回报C,富国基金,中国工商银行,债券型,20130129,同期中国人民银行公布的两年期定期存款基准利率(税后)+1%
740601.OF,长安货币A,长安基金,广发银行,货币市场型,20130125,同期七天通知存款利率(税后)
740602.OF,长安货币B,长安基金,广发银行,货币市场型,20130125,同期七天通知存款利率(税后)
001078.OF,华夏现金宝B,华夏基金,中国工商银行,货币市场型,20130122,七天通知存款利率(税后)
001077.OF,华夏现金宝A,华夏基金,中国工商银行,货币市场型,20130122,七天通知存款利率(税后)
310339.OF,申万菱信货币B,申万菱信基金,中国工商银行,货币市场型,20130121,银行活期存款利率(税后)
519511.OF,万家日日薪A,万家基金,中国农业银行,货币市场型,20130115,银行活期存款利率(税后)
511990.SH,华宝添益ETF,华宝基金,中国建设银行,货币市场型,20121227,同期七天通知存款利率(税后)
020033.OF,国泰民安增利A,国泰基金,中国农业银行,债券型,20121226,中债综合全价指数收益率*90%+沪深300指数收益率*8%+中证港股通综合指数(人民币)收益率*2%
020034.OF,国泰民安增利C,国泰基金,中国农业银行,债券型,20121226,中债综合全价指数收益率*90%+沪深300指数收益率*8%+中证港股通综合指数(人民币)收益率*2%
730003.OF,方正富邦货币A,方正富邦基金,中国建设银行,货币市场型,20121226,七天通知存款利率(税后)
730103.OF,方正富邦货币B,方正富邦基金,中国建设银行,货币市场型,20121226,七天通知存款利率(税后)
510330.SH,300ETF基金,华夏基金,中国工商银行,股票型,20121225,沪深300指数
519020.OF,国泰金泰A,国泰基金,中国工商银行,混合型,20121224,沪深300指数收益率*50%+中证综合债指数收益率*50%
040045.OF,华安添鑫中短债A,华安基金,中国银行,债券型,20121224,中债总财富(1-3年)指数收益率
519888.OF,汇添富收益快线货币A,汇添富基金,中国工商银行,货币市场型,20121221,活期存款利率(税后)
519889.OF,汇添富收益快线货币B,汇添富基金,中国工商银行,货币市场型,20121221,活期存款利率(税后)
519153.OF,新华纯债添利C,新华基金,中国工商银行,债券型,20121221,中债新综合指数(全价)
519152.OF,新华纯债添利A,新华基金,中国工商银行,债券型,20121221,中债新综合指数(全价)
519718.OF,交银纯债AB,交银施罗德基金,中国农业银行,债券型,20121219,中债综合全价指数
519720.OF,交银纯债C,交银施罗德基金,中国农业银行,债券型,20121219,中债综合全价指数
163415.SZ,兴全商业模式LOF,兴证全球基金,中国光大银行,混合型,20121218,沪深300指数*80%+中证国债指数*20%
690010.OF,民生加银现金增利A,民生加银基金,中国建设银行,货币市场型,20121218,七天通知存款利率(税后)
690210.OF,民生加银现金增利B,民生加银基金,中国建设银行,货币市场型,20121218,七天通知存款利率(税后)
750005.OF,安信平稳增长A,安信基金,中国工商银行,混合型,20121218,中证800指数收益率*50%+中债总指数(全价)收益率*50%
070088.OF,嘉实货币B,嘉实基金,中国银行,货币市场型,20121217,活期存款利率(税后)
270048.OF,广发纯债A,广发基金,中国工商银行,债券型,20121212,中债总全价指数收益率
380005.OF,中银纯债A,中银基金,招商银行,债券型,20121212,中债综合指数(全价)
380006.OF,中银纯债C,中银基金,招商银行,债券型,20121212,中债综合指数(全价)
166015.OF,中欧货币B,中欧基金,中国工商银行,货币市场型,20121212,同期七天通知存款利率(税后)
270049.OF,广发纯债C,广发基金,中国工商银行,债券型,20121212,中债总全价指数收益率
166014.OF,中欧货币A,中欧基金,中国工商银行,货币市场型,20121212,同期七天通知存款利率(税后)
630112.OF,华商现金增利B,华商基金,中国建设银行,货币市场型,20121211,同期七天通知存款利率(税后)
020031.OF,国泰现金管理A,国泰基金,中国银行,货币市场型,20121211,七天通知存款利率(税后)
070037.OF,嘉实纯债A,嘉实基金,中国建设银行,债券型,20121211,中国债券总指数
070038.OF,嘉实纯债C,嘉实基金,中国建设银行,债券型,20121211,中国债券总指数
630012.OF,华商现金增利A,华商基金,中国建设银行,货币市场型,20121211,同期七天通知存款利率(税后)
233015.OF,大摩华鑫量化配置A,摩根士丹利华鑫基金,中国农业银行,混合型,20121211,沪深300指数收益率*80%+标普中国债券指数收益率*20%
020032.OF,国泰现金管理B,国泰基金,中国银行,货币市场型,20121211,七天通知存款利率(税后)
288201.OF,华夏货币B,华夏基金,招商银行,货币市场型,20121210,一年期定期存款收益率(税后)
210012.OF,金鹰货币A,金鹰基金,中国建设银行,货币市场型,20121207,一年期定期存款利率(税后)
210013.OF,金鹰货币B,金鹰基金,中国建设银行,货币市场型,20121207,一年期定期存款利率(税后)
001065.OF,华夏海外收益A美元现汇,华夏基金,中国建设银行,债券型,20121207,同期人民币三年期定期存款利率(税后)
001066.OF,华夏海外收益A美元现钞,华夏基金,中国建设银行,债券型,20121207,同期人民币三年期定期存款利率(税后)
001061.OF,华夏海外收益A人民币,华夏基金,中国建设银行,债券型,20121207,同期人民币三年期定期存款利率(税后)
001063.OF,华夏海外收益C,华夏基金,中国建设银行,债券型,20121207,同期人民币三年期定期存款利率(税后)
460008.OF,华泰柏瑞稳健收益A,华泰柏瑞基金,中国银行,债券型,20121204,一年期银行定期存款收益率(税后)+1%
460108.OF,华泰柏瑞稳健收益C,华泰柏瑞基金,中国银行,债券型,20121204,一年期银行定期存款收益率(税后)+1%
320021.OF,诺安双利,诺安基金,招商银行,债券型,20121129,中债综合指数(全价)
519669.OF,银河领先债券,银河基金,兴业银行,债券型,20121129,中债综合全价指数
370024.OF,上投摩根核心优选A,上投摩根基金,中国建设银行,混合型,20121128,沪深300指数收益率*85%+上证国债指数收益率*15%
420009.OF,天弘安康颐养A,天弘基金,中国工商银行,混合型,20121128,三年期银行定期存款利率(税后)+0.75%
700005.OF,平安添利A,平安基金,中国银行,债券型,20121127,中证全债指数收益率
700006.OF,平安添利C,平安基金,中国银行,债券型,20121127,中证全债指数收益率
040038.OF,华安日日鑫A,华安基金,中国建设银行,货币市场型,20121126,同期七天通知存款利率(税后)
040039.OF,华安日日鑫B,华安基金,中国建设银行,货币市场型,20121126,同期七天通知存款利率(税后)
100068.OF,富国纯债C,富国基金,中国工商银行,债券型,20121122,中债综合指数
100066.OF,富国纯债AB,富国基金,中国工商银行,债券型,20121122,中债综合指数
590009.OF,中邮稳定收益A,中邮基金,交通银行,债券型,20121121,中国债券综合财富指数
590010.OF,中邮稳定收益C,中邮基金,交通银行,债券型,20121121,中国债券综合财富指数
730002.OF,方正富邦红利精选A,方正富邦基金,中国建设银行,混合型,20121120,中证红利指数收益率*80%+中证全债指数收益率*20%
260117.OF,景顺长城支柱产业,景顺长城基金,中国农业银行,混合型,20121120,中证中游制造产业指数*80%+中证全债指数*20%
090022.OF,大成现金增利A,大成基金,中国农业银行,货币市场型,20121120,银行活期存款利率
091022.OF,大成现金增利B,大成基金,中国农业银行,货币市场型,20121120,银行活期存款利率
530021.OF,建信纯债A,建信基金,中国光大银行,债券型,20121115,中债综合全价(总值)指数
531021.OF,建信纯债C,建信基金,中国光大银行,债券型,20121115,中债综合全价(总值)指数
485119.OF,工银瑞信信用纯债A,工银瑞信基金,中国农业银行,债券型,20121114,中债信用债(财富)总指数收益率*80%+中债国开行债券(1~3年)总财富指数收益率*20%
660015.OF,农银汇理行业轮动A,农银汇理基金,中国民生银行,混合型,20121114,沪深300指数收益率*75%+中证全债指数收益率*25%
485019.OF,工银瑞信信用纯债B,工银瑞信基金,中国农业银行,债券型,20121114,中债信用债(财富)总指数收益率*80%+中债国开行债券(1~3年)总财富指数收益率*20%
161120.OF,易方达中债新综合C,易方达基金,中国农业银行,债券型,20121108,中债-新综合指数
161119.SZ,易方达新综债LOF,易方达基金,中国农业银行,债券型,20121108,中债-新综合指数
161619.OF,融通岁岁添利B,融通基金,中国工商银行,债券型,20121106,一年期银行定期存款收益率(税后)
161618.OF,融通岁岁添利A,融通基金,中国工商银行,债券型,20121106,一年期银行定期存款收益率(税后)
160621.SZ,鹏华丰和LOF,鹏华基金,招商银行,债券型,20121105,中债综合指数收益率
400016.OF,东方强化收益,东方基金,中国邮政储蓄银行,债券型,20121009,中债综合全价指数收益率*90%+沪深300指数收益率*10%
160620.SZ,资源LOF,鹏华基金,中国工商银行,股票型,20120927,中证A股资源产业指数收益率*95%+银行活期存款利率(税后)*5%
202027.OF,南方高端装备A,南方基金,中国工商银行,混合型,20120925,中证装备产业指数*80%+上证国债指数*20%
750003.OF,安信目标收益C,安信基金,中国农业银行,债券型,20120925,3个月期上海银行间同业拆放利率(Shibor 3M)
770001.OF,德邦优化,德邦基金,交通银行,混合型,20120925,一年期银行定期存款利率(税后)*60%+沪深300指数收益率*40%
