ts_code,name,management,custodian,fund_type,found_date,benchmark
008739.OF,中欧同益一年定开债,中欧基金,上海银行,债券型,20191231,中债综合指数收益率
007885.OF,中融中证500ETF联接A,中融基金,中国光大银行,股票型,20191231,中证500指数收益率*95%+银行活期存款利率(税后)*5%
007886.OF,中融中证500ETF联接C,中融基金,中国光大银行,股票型,20191231,中证500指数收益率*95%+银行活期存款利率(税后)*5%
515700.SH,新能车ETF,平安基金,招商证券,股票型,20191231,中证新能源汽车产业指数收益率
007445.OF,国投瑞银顺悦3个月定开,国投瑞银基金,宁波银行,债券型,20191231,中债综合指数收益率
007787.OF,富国中证国企一带一路ETF联接C,富国基金,中国银行,股票型,20191231,中证国企一带一路指数收益率*95%+银行活期存款利率(税后)*5%
008064.OF,建信睿信三个月定开债,建信基金,中信银行,债券型,20191231,中债综合指数收益率
007786.OF,富国中证国企一带一路ETF联接A,富国基金,中国银行,股票型,20191231,中证国企一带一路指数收益率*95%+银行活期存款利率(税后)*5%
008396.OF,博时中证500ETF联接A,博时基金,招商银行,股票型,20191230,中证500指数收益率*95%+银行活期存款利率(税后)*5%
007981.OF,红塔红土瑞祥纯债A,红塔红土基金,浙商银行,债券型,20191230,中债综合指数(总财富)收益率
007982.OF,红塔红土瑞祥纯债C,红塔红土基金,浙商银行,债券型,20191230,中债综合指数(总财富)收益率
008269.OF,大成睿享A,大成基金,中国农业银行,混合型,20191230,沪深300指数收益率*60%+中证综合债券指数收益率*30%+恒生指数收益率*10%
008467.OF,博道嘉瑞A,博道基金,招商银行,混合型,20191230,沪深300指数收益率*55%+中债综合全价(总值)指数收益率*40%+中证港股通综合指数(人民币)收益率*5%
008270.OF,大成睿享C,大成基金,中国农业银行,混合型,20191230,沪深300指数收益率*60%+中证综合债券指数收益率*30%+恒生指数收益率*10%
008468.OF,博道嘉瑞C,博道基金,招商银行,混合型,20191230,沪深300指数收益率*55%+中债综合全价(总值)指数收益率*40%+中证港股通综合指数(人民币)收益率*5%
008397.OF,博时中证500ETF联接C,博时基金,招商银行,股票型,20191230,中证500指数收益率*95%+银行活期存款利率(税后)*5%
008082.OF,国寿安保研究精选A,国寿安保基金,中国建设银行,混合型,20191230,沪深300指数收益率*80%+中证全债指数收益率*20%
008083.OF,国寿安保研究精选C,国寿安保基金,中国建设银行,混合型,20191230,沪深300指数收益率*80%+中证全债指数收益率*20%
008518.OF,弘毅远方经济新动力A,弘毅远方基金,广发证券,混合型,20191230,沪深300指数收益率*60%+上证国债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%
008487.OF,中信建投稳悦一年定开债,中信建投基金,中信银行,债券型,20191230,中证综合债指数收益率
008325.OF,宝盈祥利稳健配置C,宝盈基金,招商银行,混合型,20191227,中证全债指数收益率*70%+沪深300指数收益率*30%
008324.OF,宝盈祥利稳健配置A,宝盈基金,招商银行,混合型,20191227,中证全债指数收益率*70%+沪深300指数收益率*30%
008355.OF,农银金祺定开债,农银汇理基金,中国建设银行,债券型,20191227,中证全债指数收益率
007398.OF,兴全磐稳增利债券C,兴证全球基金,交通银行,债券型,20191227,中证全债指数*95%+同业存款利率*5%
008210.OF,南方宝泰一年C,南方基金,中国邮政储蓄银行,混合型,20191227,上证国债指数收益率*75%+沪深300指数收益率*20%+中证港股通综合指数(人民币)收益率*5%
515380.SH,泰康沪深300ETF,泰康资产,招商银行,股票型,20191227,沪深300指数收益率
008107.OF,华商医药医疗行业,华商基金,中国建设银行,股票型,20191227,申万医药生物行业指数收益率*80%+中证全债指数收益率*15%+中证港股通医药卫生综合指数收益率*5%
008209.OF,南方宝泰一年A,南方基金,中国邮政储蓄银行,混合型,20191227,上证国债指数收益率*75%+沪深300指数收益率*20%+中证港股通综合指数(人民币)收益率*5%
008322.OF,东方卓行18个月定开A,东方基金,中国民生银行,债券型,20191227,一年期定期存款利率(税后)+1.8%
008323.OF,东方卓行18个月定开C,东方基金,中国民生银行,债券型,20191227,一年期定期存款利率(税后)+1.8%
008216.OF,农银彭博利率债指数,农银汇理基金,中国工商银行,债券型,20191227,彭博1-3年中国利率债指数收益率*95%+银行活期存款利率(税后)*5%
008769.OF,创金合信上证超大盘量化C,创金合信基金,中国工商银行,股票型,20191227,上证50指数收益率*95%+一年期人民币定期存款利率(税后)*5%
008278.OF,国泰惠鑫一年定开债,国泰基金,南京银行,债券型,20191227,中证综合债指数收益率
008593.OF,天弘沪深300指数增强C,天弘基金,中信建投证券,股票型,20191227,沪深300指数收益率*95%+银行活期存款利率(税后)*5%
008549.OF,汇安中债-广西信用债A,汇安基金,招商银行,债券型,20191227,中债-广西壮族自治区公司信用类债券指数收益率*95%+同期银行存款活期利率(税后)*5%
008461.OF,平安盈丰积极配置三个月持有A(FOF),平安基金,中国工商银行,混合型,20191227,中证800指数收益率*80%+中债新综合指数收益率*20%
008550.OF,汇安中债-广西信用债C,汇安基金,招商银行,债券型,20191227,中债-广西壮族自治区公司信用类债券指数收益率*95%+同期银行存款活期利率(税后)*5%
008462.OF,平安盈丰积极配置三个月持有C(FOF),平安基金,中国工商银行,混合型,20191227,中证800指数收益率*80%+中债新综合指数收益率*20%
008768.OF,创金合信上证超大盘量化A,创金合信基金,中国工商银行,股票型,20191227,上证50指数收益率*95%+一年期人民币定期存款利率(税后)*5%
008471.OF,工银泰颐三年定开A,工银瑞信基金,浦发银行,债券型,20191227,三年期定期存款利率(税后)+0.20%
008472.OF,工银泰颐三年定开C,工银瑞信基金,浦发银行,债券型,20191227,三年期定期存款利率(税后)+0.20%
008592.OF,天弘沪深300指数增强A,天弘基金,中信建投证券,股票型,20191227,沪深300指数收益率*95%+银行活期存款利率(税后)*5%
007768.OF,信澳安盛纯债,信达澳亚基金,招商银行,债券型,20191226,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%
008147.OF,中银添瑞6个月定开债C,中银基金,中国工商银行,债券型,20191226,该封闭期起始日公布的六个月定期存款利率(税后)+1.5%
007406.OF,银河睿鑫纯债,银河基金,交通银行,债券型,20191226,中债综合全价指数收益率
008146.OF,中银添瑞6个月定开债A,中银基金,中国工商银行,债券型,20191226,该封闭期起始日公布的六个月定期存款利率(税后)+1.5%
008291.OF,民生加银沪深300ETF联接A,民生加银基金,中国农业银行,股票型,20191226,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%
008503.OF,国寿安保泰瑞纯债一年定开债,国寿安保基金,中国民生银行,债券型,20191226,中债综合(全价)指数收益率
008352.OF,交银施罗德裕坤纯债,交银施罗德基金,中国光大银行,债券型,20191226,中债综合全价指数收益率
008296.OF,广发汇利一年定开债,广发基金,中国民生银行,债券型,20191226,中债综合财富(总值)指数收益率
008378.OF,兴全社会价值三年持有,兴证全球基金,招商银行,混合型,20191226,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%
159993.SZ,龙头券商ETF,鹏华基金,中信证券,股票型,20191226,国证证券龙头指数收益率
008207.OF,国泰合融纯债,国泰基金,江苏银行,债券型,20191226,中证综合债指数收益率
008217.OF,国泰聚盈三年定开,国泰基金,江苏银行,债券型,20191226,中证综合债指数收益率
007225.OF,浙商惠泉3个月定开C,浙商基金,杭州银行,债券型,20191226,中债新综合指数(全价)收益率*80%+一年期定存利率(税后)*20%
008677.OF,银华中债1-3年国开债,银华基金,中国建设银行,债券型,20191226,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%
007224.OF,浙商惠泉3个月定开A,浙商基金,杭州银行,债券型,20191226,中债新综合指数(全价)收益率*80%+一年期定存利率(税后)*20%
008568.OF,蜂巢丰业纯债一年定开债,蜂巢基金,兴业银行,债券型,20191226,中债综合全价(总值)指数收益率
008292.OF,民生加银沪深300ETF联接C,民生加银基金,中国农业银行,股票型,20191226,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%
008448.OF,德邦短债A,德邦基金,交通银行,债券型,20191225,中债-综合财富(1年以下)指数收益率
008091.OF,中信保诚红利精选A,中信保诚基金,中国银行,混合型,20191225,中证红利指数收益率*70%+中证综合债指数收益率*20%+中证港股通高股息投资指数收益率*10%
007675.OF,工银产业升级C,工银瑞信基金,中国农业银行,股票型,20191225,中证700指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*5%
008092.OF,中信保诚红利精选C,中信保诚基金,中国银行,混合型,20191225,中证红利指数收益率*70%+中证综合债指数收益率*20%+中证港股通高股息投资指数收益率*10%
007836.OF,泰康润和两年定开债,泰康资产,江苏银行,债券型,20191225,封闭期起始日的中国人民银行公布并执行的金融机构两年期定期存款基准利率(税后)+0.60%
590007.OF,中邮中证500指数增强A,中邮基金,中国银行,股票型,20191225,中证500指数收益率*95%+银行活期存款利率(税后)*5%
008124.OF,中邮中证500指数增强C,中邮基金,中国银行,股票型,20191225,中证500指数收益率*95%+银行活期存款利率(税后)*5%
008243.OF,英大通盈C,英大基金,交通银行,债券型,20191225,中债综合全价(总值)指数收益率
008245.OF,圆信永丰致优A,圆信永丰基金,中国建设银行,混合型,20191225,沪深300指数收益率*65%+上证国债指数收益率*35%
008246.OF,圆信永丰致优C,圆信永丰基金,中国建设银行,混合型,20191225,沪深300指数收益率*65%+上证国债指数收益率*35%
007565.OF,鹏扬淳明C,鹏扬基金,中国民生银行,债券型,20191225,中债综合财富(总值)指数收益率
007750.OF,广发优势增长,广发基金,中国银行,股票型,20191225,沪深300指数收益率*60%+人民币计价的恒生综合指数收益率*20%+中证全债指数收益率*20%
007564.OF,鹏扬淳明A,鹏扬基金,中国民生银行,债券型,20191225,中债综合财富(总值)指数收益率
008742.OF,天治天得利货币B,天治基金,中国民生银行,货币市场型,20191225,银行六个月定期储蓄存款利率(税后)
007674.OF,工银产业升级A,工银瑞信基金,中国农业银行,股票型,20191225,中证700指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*5%
008449.OF,德邦短债C,德邦基金,交通银行,债券型,20191225,中债-综合财富(1年以下)指数收益率
008594.OF,平安合润1年定开债,平安基金,江苏银行,债券型,20191225,中债综合指数(总财富)收益率
008596.OF,平安乐顺39个月定开债A,平安基金,平安银行,债券型,20191225,三年定期存款利率(税后)+1.5%
008661.OF,嘉实致融一年定开,嘉实基金,中国光大银行,债券型,20191225,中债综合财富(总值)指数收益率
008052.OF,工银瑞信粤港澳大湾区创新100ETF联接A,工银瑞信基金,招商银行,股票型,20191225,粤港澳大湾区创新100指数收益率*95%+银行人民币活期存款利率(税后)*5%
008391.OF,国联安沪深300ETF联接C,国联安基金,中国工商银行,股票型,20191225,沪深300指数收益率*95%+银行活期存款利率(税后)*5%
008390.OF,国联安沪深300ETF联接A,国联安基金,中国工商银行,股票型,20191225,沪深300指数收益率*95%+银行活期存款利率(税后)*5%
008053.OF,工银瑞信粤港澳大湾区创新100ETF联接C,工银瑞信基金,招商银行,股票型,20191225,粤港澳大湾区创新100指数收益率*95%+银行人民币活期存款利率(税后)*5%
008493.OF,鹏华尊泰一年定开债,鹏华基金,兴业银行,债券型,20191225,中债综合财富指数收益率
008638.OF,广发科技创新A,广发基金,中国建设银行,混合型,20191225,中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*30%
008597.OF,平安乐顺39个月定开债C,平安基金,平安银行,债券型,20191225,三年定期存款利率(税后)+1.5%
007852.OF,工银瑞安3个月定开债,工银瑞信基金,中信银行,债券型,20191225,中债综合财富(总值)指数收益率
008242.OF,英大通盈A,英大基金,交通银行,债券型,20191225,中债综合全价(总值)指数收益率
008460.OF,招商招和39个月定开债,招商基金,江苏银行,债券型,20191225,三年期定期存款利率(税后)
008664.OF,嘉实鑫和一年持有A,嘉实基金,中国银行,混合型,20191224,中债总全价指数收益率*90%+中证800指数收益率*10%
008228.OF,宝盈研究精选C,宝盈基金,交通银行,混合型,20191224,沪深300指数收益率*65%+中证综合债券指数收益率*25%+中证港股通综合指数(人民币)收益率*10%
008227.OF,宝盈研究精选A,宝盈基金,交通银行,混合型,20191224,沪深300指数收益率*65%+中证综合债券指数收益率*25%+中证港股通综合指数(人民币)收益率*10%
008319.OF,博道久航C,博道基金,兴业证券,混合型,20191224,中证800指数收益率*80%+上证国债指数收益率*20%
008318.OF,博道久航A,博道基金,兴业证券,混合型,20191224,中证800指数收益率*80%+上证国债指数收益率*20%
008011.OF,前海联合润盈短债C,新疆前海联合基金,浙商银行,债券型,20191224,中债综合财富(1年以下)指数收益率*80%+银行一年期定存款利率(税后)*20%
008271.OF,大成优势企业A,大成基金,中国银行,混合型,20191224,沪深300指数收益率*70%+中证综合债券指数收益率*20%+恒生指数收益率*10%
008272.OF,大成优势企业C,大成基金,中国银行,混合型,20191224,沪深300指数收益率*70%+中证综合债券指数收益率*20%+恒生指数收益率*10%
008251.OF,汇安宜创量化精选A,汇安基金,中国民生银行,混合型,20191224,沪深300指数收益率*80%+中证全债指数收益率*20%
008375.OF,中欧启航三年持有期A,中欧基金,招商银行,混合型,20191224,沪深300指数收益率*60%+中债综合指数收益率*40%
008376.OF,中欧启航三年持有期C,中欧基金,招商银行,混合型,20191224,沪深300指数收益率*60%+中债综合指数收益率*40%
008370.OF,国泰研究精选两年,国泰基金,中国建设银行,混合型,20191224,沪深300指数收益率*80%+中债综合指数收益率*20%
008252.OF,汇安宜创量化精选C,汇安基金,中国民生银行,混合型,20191224,沪深300指数收益率*80%+中证全债指数收益率*20%
008372.OF,富国阿尔法两年,富国基金,中国建设银行,混合型,20191224,沪深300指数收益率*50%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%
008010.OF,前海联合润盈短债A,新疆前海联合基金,浙商银行,债券型,20191224,中债综合财富(1年以下)指数收益率*80%+银行一年期定存款利率(税后)*20%
515350.SH,民生加银300ETF,民生加银基金,中国农业银行,股票型,20191224,沪深300指数
515980.SH,人工智能ETF,华富基金,招商银行,股票型,20191224,中证人工智能产业指数收益率
008333.OF,景顺长城弘利39个月定开,景顺长城基金,浦发银行,债券型,20191224,三年期银行定期存款利率(税后)+1%
008678.OF,财通兴利纯债12个月定开,财通基金,招商银行,债券型,20191224,中债综合(全价)指数收益率
008429.OF,中信保诚嘉裕五年定开债,中信保诚基金,渤海银行,债券型,20191224,中债综合全价(3-5年)指数收益率
008665.OF,嘉实鑫和一年持有C,嘉实基金,中国银行,混合型,20191224,中债总全价指数收益率*90%+中证800指数收益率*10%
007833.OF,长盛稳怡添利A,长盛基金,中国工商银行,债券型,20191223,中证综合债指数收益率*90%+沪深300指数收益率*10%
007834.OF,长盛稳怡添利C,长盛基金,中国工商银行,债券型,20191223,中证综合债指数收益率*90%+沪深300指数收益率*10%
008348.OF,中信建投价值甄选C,中信建投基金,国金证券,混合型,20191223,沪深300指数收益率*70%+中证综合债指数收益率*30%
008344.OF,建信睿阳一年定开,建信基金,中国光大银行,债券型,20191223,中债综合全价指数收益率
008733.OF,易方达易理财B,易方达基金,中国工商银行,货币市场型,20191223,中国人民银行公布的七天通知存款利率(税后)
008347.OF,中信建投价值甄选A,中信建投基金,国金证券,混合型,20191223,沪深300指数收益率*70%+中证综合债指数收益率*30%
008226.OF,南方远利3个月定开债,南方基金,宁波银行,债券型,20191220,中债信用债总指数收益率
008231.OF,海富通裕通30个月定开债,海富通基金,中国光大银行,债券型,20191220,该封闭期起始日的中国人民银行公布并执行的金融机构2年期定期存款利率(税后)*125%
008203.OF,中银恒裕9个月C,中银基金,兴业银行,债券型,20191220,中债综合全价(总值)指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%
008040.OF,鹏华0-5年利率债,鹏华基金,浦发银行,债券型,20191220,国证利率债1-5年指数收益率*75%+国证利率债0-1年指数收益率*20%+银行活期存款利率(税后)*5%
008202.OF,中银恒裕9个月A,中银基金,兴业银行,债券型,20191220,中债综合全价(总值)指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%
008591.OF,天弘中证全指证券公司ETF联接C,天弘基金,国泰君安,股票型,20191220,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%
008590.OF,天弘中证全指证券公司ETF联接A,天弘基金,国泰君安,股票型,20191220,中证全指证券公司指数收益率*95%+银行活期存款利率(税后)*5%
008349.OF,华夏恒泰64个月定开债,华夏基金,中国建设银行,债券型,20191220,同期三年期银行定期存款利率(税后)+1.8%
007963.OF,博时中债3-5年政策性金融债C,博时基金,中国邮政储蓄银行,债券型,20191219,中债-3-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%
007588.OF,浙商丰裕纯债C,浙商基金,交通银行,债券型,20191219,中债新综合指数(全价)收益率*90%+一年期定存利率(税后)*10%
007962.OF,博时中债3-5年政策性金融债A,博时基金,中国邮政储蓄银行,债券型,20191219,中债-3-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%
501090.SH,消费龙头LOF,华宝基金,中国民生银行,股票型,20191219,中证消费龙头指数收益率*95%+人民币银行活期存款利率(税后)*5%
008265.OF,南方ESG主题C,南方基金,中国工商银行,股票型,20191219,中证中财沪深100ESG领先指数收益率*75%+上证国债指数收益率*15%+中证港股通综合指数(人民币)收益率*10%
512730.SH,中证银行ETF,鹏华基金,中国建设银行,股票型,20191219,中证银行指数收益率
007492.OF,上银政策性金融债,上银基金,杭州银行,债券型,20191219,中债金融债全价指数收益率*100%
008208.OF,博道嘉泰回报,博道基金,中国光大银行,混合型,20191219,三年期人民币定期存款基准利率(税后)*70%+中证800指数收益率*30%
008171.OF,长城嘉裕六个月定开债A,长城基金,交通银行,债券型,20191219,同期六个月银行定期存款利率(税后)+0.35%
008264.OF,南方ESG主题A,南方基金,中国工商银行,股票型,20191219,中证中财沪深100ESG领先指数收益率*75%+上证国债指数收益率*15%+中证港股通综合指数(人民币)收益率*10%
007587.OF,浙商丰裕纯债A,浙商基金,交通银行,债券型,20191219,中债新综合指数(全价)收益率*90%+一年期定存利率(税后)*10%
159970.SZ,深100ETF工银,工银瑞信基金,浦发银行,股票型,20191219,深证100指数收益率
008172.OF,长城嘉裕六个月定开债C,长城基金,交通银行,债券型,20191219,同期六个月银行定期存款利率(税后)+0.35%
008651.OF,博时富进一年定开,博时基金,上海银行,债券型,20191219,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
008554.OF,景顺长城景泰汇利C,景顺长城基金,中国光大银行,债券型,20191219,中债综合全价(总值)指数
159986.SZ,消费100ETF,弘毅远方基金,广发证券,股票型,20191219,国证消费100指数收益率
007179.OF,浙商丰顺纯债,浙商基金,中国邮政储蓄银行,债券型,20191219,中债新综合指数(全价)收益率*80%+一年期定存利率(税后)*20%
008129.OF,湘财长源C,湘财基金,海通证券,股票型,20191218,中证800指数收益率*85%+中证全债指数收益率*15%
008184.OF,新华沪深300指数增强C,新华基金,中国建设银行,股票型,20191218,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%
008128.OF,湘财长源A,湘财基金,海通证券,股票型,20191218,中证800指数收益率*85%+中证全债指数收益率*15%
008105.OF,中金鑫裕1年定开C,中金基金,中国银行,债券型,20191218,封闭期同期对应的一年期定期存款利率(税后)+1%
008305.OF,大摩华鑫量化配置C,摩根士丹利华鑫基金,中国农业银行,混合型,20191218,沪深300指数收益率*80%+标普中国债券指数收益率*20%
008104.OF,中金鑫裕1年定开A,中金基金,中国银行,债券型,20191218,封闭期同期对应的一年期定期存款利率(税后)+1%
008371.OF,华安汇智精选两年,华安基金,中国银行,混合型,20191218,中证800指数收益率*75%+中债综合指数收益率*20%+恒生指数收益率(经汇率调整)*5%
008373.OF,华泰柏瑞景气回报一年A,华泰柏瑞基金,中国银行,混合型,20191218,中证800指数收益率*80%+上证国债指数收益率*10%+银行活期存款利率(税后)*10%
008374.OF,华泰柏瑞景气回报一年C,华泰柏瑞基金,中国银行,混合型,20191218,中证800指数收益率*80%+上证国债指数收益率*10%+银行活期存款利率(税后)*10%
007196.OF,平安惠合纯债,平安基金,浦发银行,债券型,20191218,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%
007890.OF,银河聚星两年定开,银河基金,江苏银行,债券型,20191218,封闭期起始日公布的2年期定期存款利率(税后)+1.5%
005248.OF,新华沪深300指数增强A,新华基金,中国建设银行,股票型,20191218,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%
007953.OF,平安惠文纯债,平安基金,浙商银行,债券型,20191217,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%
008084.OF,海富通先进制造C,海富通基金,中国银行,股票型,20191217,中证高端装备制造指数收益率*75%+中证全债指数收益率*15%+恒生指数收益率*10%
008085.OF,海富通先进制造A,海富通基金,中国银行,股票型,20191217,中证高端装备制造指数收益率*75%+中证全债指数收益率*15%+恒生指数收益率*10%
008419.OF,惠升惠泽C,惠升基金,招商银行,混合型,20191217,中证500指数收益率*70%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*10%
008418.OF,惠升惠泽A,惠升基金,招商银行,混合型,20191217,中证500指数收益率*70%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*10%
008093.OF,同泰慧选A,同泰基金,中国工商银行,混合型,20191217,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%
008094.OF,同泰慧选C,同泰基金,中国工商银行,混合型,20191217,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*30%
008604.OF,广发稳安C,广发基金,中国工商银行,混合型,20191217,沪深300指数收益率*50%+中证全债指数收益率*50%
008644.OF,天弘季季兴三个月定开债A,天弘基金,国泰君安,债券型,20191217,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
008498.OF,鹏扬浦利中短债C,鹏扬基金,浦发银行,债券型,20191217,中债总财富(1-3年)指数收益率*90%+活期存款利率(税后)*10%
008497.OF,鹏扬浦利中短债A,鹏扬基金,浦发银行,债券型,20191217,中债总财富(1-3年)指数收益率*90%+活期存款利率(税后)*10%
008076.OF,招商核心优选C,招商基金,中国银行,股票型,20191217,沪深300指数收益率*75%+恒生指数收益率*15%+中债综合指数收益率*10%
008075.OF,招商核心优选A,招商基金,中国银行,股票型,20191217,沪深300指数收益率*75%+恒生指数收益率*15%+中债综合指数收益率*10%
008548.OF,浙商惠盈纯债C,浙商基金,上海银行,债券型,20191217,中债总指数(全价)收益率
008645.OF,天弘季季兴三个月定开债C,天弘基金,国泰君安,债券型,20191217,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%
008134.OF,鹏华优选价值,鹏华基金,中国建设银行,股票型,20191217,沪深300指数收益率*60%+恒生综合指数收益率*20%+中证综合债指数收益率*20%
004630.OF,平安合信3个月定开债,平安基金,中国光大银行,债券型,20191216,中证全债指数收益率
008632.OF,南方吉元短债E,南方基金,中国工商银行,债券型,20191216,中债短融总指数收益率
161837.SZ,银华大盘定开,银华基金,中国工商银行,混合型,20191216,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+中证综合债指数收益率*20%
007954.OF,平安惠涌纯债,平安基金,宁波银行,债券型,20191216,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%
159979.SZ,湾创100ETF,广发基金,招商银行,股票型,20191216,同期粤港澳大湾区创新100指数收益率
008016.OF,嘉实中债3-5年国开行C,嘉实基金,招商银行,债券型,20191216,中债-3-5年国开行债券指数收益率
008015.OF,嘉实中债3-5年国开行A,嘉实基金,招商银行,债券型,20191216,中债-3-5年国开行债券指数收益率
159981.SZ,能源化工ETF,建信基金,中国农业银行,商品型,20191213,易盛郑商所能源化工指数A收益率
008205.OF,交银稳利中短债C,交银施罗德基金,中信银行,债券型,20191213,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
008204.OF,交银稳利中短债A,交银施罗德基金,中信银行,债券型,20191213,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
007872.OF,金信稳健策略,金信基金,中国工商银行,混合型,20191213,沪深300指数收益率*50%+中证综合债指数收益率*50%
515390.SH,华安沪深300ETF,华安基金,招商银行,股票型,20191213,沪深300指数收益率
007699.OF,建信荣禧一年定开债,建信基金,浦发银行,债券型,20191213,每个封闭期同期对应的银行一年期定期存款利率(税后)+0.50%
008486.OF,德邦德瑞一年定开债,德邦基金,浙商银行,债券型,20191213,中债综合全价指数收益率
008287.OF,长城嘉鑫定开债A,长城基金,浦发银行,债券型,20191212,同期二年期银行定期存款利率(税后)+0.35%
008288.OF,长城嘉鑫定开债C,长城基金,浦发银行,债券型,20191212,同期二年期银行定期存款利率(税后)+0.35%
008406.OF,兴银汇裕一年定开,兴银基金,兴业银行,债券型,20191212,中债综合全价(总值)指数收益率
007936.OF,平安惠澜纯债C,平安基金,中国邮政储蓄银行,债券型,20191211,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%
008268.OF,国泰添瑞一年定开债,国泰基金,招商银行,债券型,20191211,中证综合债指数收益率
007935.OF,平安惠澜纯债A,平安基金,中国邮政储蓄银行,债券型,20191211,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%
008113.OF,中泰中证500指数增强C,中泰资管,兴业银行,股票型,20191211,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%
008112.OF,中泰中证500指数增强A,中泰资管,兴业银行,股票型,20191211,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%
008114.OF,天弘中证红利低波动100A,天弘基金,国泰君安,股票型,20191210,中证红利低波动100指数收益率*95%+银行活期存款利率(税后)*5%
008223.OF,交银裕泰两年定期开放,交银施罗德基金,浦发银行,债券型,20191210,该封闭期起始日的中国人民银行公布并执行的金融机构两年期定期存款利率(税后)+1%
008109.OF,国联安短债C,国联安基金,招商银行,债券型,20191210,中债综合财富(1年以下)指数收益率
008108.OF,国联安短债A,国联安基金,招商银行,债券型,20191210,中债综合财富(1年以下)指数收益率
008115.OF,天弘中证红利低波动100C,天弘基金,国泰君安,股票型,20191210,中证红利低波动100指数收益率*95%+银行活期存款利率(税后)*5%
008009.OF,华商高端装备制造A,华商基金,中国银行,股票型,20191210,中证高端装备制造指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%
008086.OF,华夏中证5G通信主题ETF联接A,华夏基金,中国银行,股票型,20191210,中证5G通信主题指数收益率*95%+人民币活期存款利率(税后)*5%
008087.OF,华夏中证5G通信主题ETF联接C,华夏基金,中国银行,股票型,20191210,中证5G通信主题指数收益率*95%+人民币活期存款利率(税后)*5%
007605.OF,嘉实沪深300红利低波动ETF联接A,嘉实基金,中国工商银行,股票型,20191209,沪深300红利低波动指数收益率*95%+银行活期存款(税后)*5%
007606.OF,嘉实沪深300红利低波动ETF联接C,嘉实基金,中国工商银行,股票型,20191209,沪深300红利低波动指数收益率*95%+银行活期存款(税后)*5%
008338.OF,嘉实安元39个月定开纯债A,嘉实基金,浦发银行,债券型,20191209,每个封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.5%
008339.OF,嘉实安元39个月定开纯债C,嘉实基金,浦发银行,债券型,20191209,每个封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.5%
515070.SH,人工智能AIETF,华夏基金,中国银行,股票型,20191209,中证人工智能主题指数收益率
008031.OF,创金合信汇嘉三个月定开,创金合信基金,交通银行,债券型,20191209,中债综合全价指数收益率
007967.OF,大成惠嘉一年,大成基金,江苏银行,债券型,20191209,该封闭期起始日公布的一年期定期存款利率(税后)+1.5%
008079.OF,诺德大类精选,诺德基金,招商证券,混合型,20191209,沪深300指数收益率*75%+中国债券总指数收益率*25%
007871.OF,国泰惠享三个月定开,国泰基金,中国民生银行,债券型,20191206,中证综合债指数收益率
008299.OF,华夏中证银行ETF联接C,华夏基金,中国银行,股票型,20191206,中证银行指数收益率*95%+人民币活期存款利率(税后)*5%
008298.OF,华夏中证银行ETF联接A,华夏基金,中国银行,股票型,20191206,中证银行指数收益率*95%+人民币活期存款利率(税后)*5%
